,label,location,tweet_text
1205,,FADING TO BLACK ,"abstinence, condoms, plan B, pull-n-pray, hell you can even mix &amp; match..... abortion isn't even logical be responsible. Ew"
1206,,Wherever I May Roam,@RepTimWalz This assault on woman's right to control her own body is causing more and more women to resort to self induced abortion.
1207,,toronto,"@punditclass and it hasnt been replaced. there is no abortion ""law"" per se."
1208,,United States,@mama2fluffs own.  More children die this way then they do from abortion.
1209,,Ocala Florida,@DanCiruli ABORTION it's baby murder.. cold hearted ignorant shameful excuses for humans say it's not .. it is.
1210,,"Owerri, Nigeria",@OkayGhana Who forced u to do Abortion 7 times Soro ni yen?
1211,,Rainy Fascism Island,Tiffany Trump must be so pleased to keep hearing about how her father tried to pressure her mother to have an abortion
1212,,"Sugar Land, TX",@KHOU Looks like everyone is holding up abortion signs. That’s so sad. Life is beautiful and every life is precious!
1213,,North Fl ☀️,@deannafung 7 abortion’s ? .... 🤨
1214,,,@NickMiller510 @Mayor_Steinberg Yuck. All the abortion in CALIFORNIA and still more and more poverty.
1215,,"Texas, USA",@BruceJacobsonJr Instead of all the talk about ending abortion! You need to also be discussing what you can be doing to promote Adoption!
1216,,,"@CillizzaCNN He knows what the anti-abortion thing was about, right?"
1217,,"Dubai, United Arab Emirates",@Marvinmolina007 Every abortion is one less democrat voter 18 years later
1218,,"Dubai, United Arab Emirates",@DayJreamer @krassenstein How many babies did she murder through abortion
1219,,looking for storylines,"Any joke can be funny with the right delivery. Except Abortion jokes, because there is no delivery."
1220,,,@lsarsour Be bold for abortion !!!
1221,,Northwest Arkansas,@Telegraph Can we instead call them pro-life advocates instead of anti-abortion protestors?
1222,,,"@witlessX @ELLEmagazine Sorry..Your quote is ""Everyone is anti abortion.  Everyone"""
1223,,,@dbongino To be raped incest r the WORST these woman have been traumatized they r not choosing abortion they have no option
1224,,,"@OkayGhana Abortion is no birth control, you should have killed the guy not the babies"
1225,,United States,@realDonaldTrump As long as they promote abortion... #notmymarch
1226,,,abortion is wrong and you can’t convince me of anything otherwise.
1227,,,@MikeSAdams Please leave adoptees out of the abortion argument. The solution to baby killing should not be baby abandonment.
1228,,Baile Átha Cliath,@TopTSlo @joshuamanning23 Hey Kremlinbot. There’s no such thing as ‘pro abortion’
1229,,,@ToddDracula I'm guessing he's talking about abortion ?where a woman can abort up to 9 months?
1230,,minekwaft,@Gardenermerc @ASMRNazi im also a woman and i believe abortion is wrong. life starts at conception.
1231,,Scotland,I don't buy that Trump is Pro-life. I bet he probably ask some random women who had sex with him to get an abortion if he knocked them up.
1232,,"Harrow, London",@AmericanIndian8 @POTUS @realDonaldTrump Shame Trump's mom could not get a retroactive abortion.
1233,,"California, USA",@tamikacfranklin Yes because conveniently the gospel is relevant. However it’s to be abhorred on issues like abortion.
1234,,United States,"@TheJuanWilliams 
Rethink your position on abortion."
1235,,,@dacrazywife @HermaineM The way you so informed about abortion im sure uyi-regular kwa Marie Stopes clinic
1236,,,"@stphnmaher Except, you know, for the misleading ""crackdown on anti-abortion groups"" bit."
1237,,,@NARAL Abortion is a failure chosen by women not strong enough to rise above selfishness.
1238,,United States,@nytimes Trump is a walking abortion
1239,,Always living the good life,@ALT_uscis Trump would be a 225th trimester abortion @Shonamoyo4
1240,,,"@Russmaster1 @DareFadeji @jcriegel @ABC Women deserve total equality with all of this.   Abortion is their choice,  not the government's."
1241,,,Tell us what rights you have lost this year?  I’m waiting🤔. That’s right...NONE!  You march for ILLEGALS and pro abortion. #WomensMarch2018
1242,,USA,@nytimes Abortion is murder
1243,,United States,@SuperSoneic_ @realDonaldTrump I thought democrats supported women... or is that only when it comes to abortion?
1244,,Fort Worth,"@FoxNews TURNED off your glorious coverage of anti-Trump resistance,pink hat,pro abortion hate rallies."
1245,,Jersey Shore,@chicksonright I thought abortion kills people.
1246,,,@FoxNews Abortion evidence of liberals self loathing
1247,,"Amarillo, TX",I walked in on my brother playing yo-gi-oh today. Does anyone know how to have an abortion on your 20 yo brother.
1248,,"Claremont, CA","@ValPac3 I didn’t realize you had a map, clearly you’re right and I’m wrong because I don’t have a map and it’s only about abortion"
1249,,"New York, NY",@PeterSweden7 Some „liberated women“ fight for „late abortion“ for babies up to 2 years old. It goes on.
1250,,,@amandablount2 @sierrapaigee__ #3 is abortion.
1251,,Somewhere Earth,"Fetus (foetus) is Latin for young one or young child.

Abortion is murder!!!!!"
1252,,"Washington, DC","@pallisser urgng women not to have an abortion= not #prochoice 
urging women to have an abortion = not #prochoice 
So what's the issue here?"
1253,,"New Jersey, USA",@krassenstein A Stormy pregnancy would have demonstrated his passionate love of abortion.
1254,,,"@CholericShyGuy @Pope_Urban_II_ You are part of the ""Women's March"" when you're a whore and indifferent to abortion."
1255,,A holding pattern,@MattOswaltVA They are NOT pro-life. They are anti-abortion.  BIG difference.
1256,,United States,"We love all women. Just not the conservative ones. Or evangelical ones. Or anti-abortion ones. Mmm, you like guns? Nah. #WomensMarch2018"
1257,,,"@j_wigdahl @Liz_Wheeler @TDRico Some of the highest abortion rates are in inner cities, mostly democrat run for years."
1258,,,@katehanson @CrockerDP @Yair_Rosenberg Oh good call never thought of forced abortion!
1259,,,@Jeny_8675309 The focus isn't abortion.  Abortion is the go to for those who feel threatened
1260,,,there’s an anti abortion walk today.. the same day as the women’s march... what the fuck
1261,,"Virginia Beach, VA","@MZHemingway @DocWashburn But there were # references to ""anti-abortion rally"" that trended."
1262,,,@nowthisnews Comparing abortion to the holocaust? That’s messed up!
1263,,,@sean_regan13 my prior position was that it's insane to compare abortion to slavery since embryos aren't people
1264,,"Pine Valley, CA, USA",@ArieFriedman @TarheelKrystle Two young single mothers chose to give life instead of abortion and now I have the two best daughters ever
1265,,,Abortion is murder.
1266,,,@Alyssa_Milano *not valid for conservative women who are white and don't approve of abortion.
1267,,,@realDonaldTrump  Save America by ending abortion!
1268,,"Hainesville, IL",#WomensMarch2018 Abortion does NOT empower women. #DefundPlannedParenthood
1269,,Southern California,@rachelheldevans Abortion will never go away until these things are dealt with.
1270,,,WOMEN'S RIGHTSBOMBSHELL: Trump Admits He Urged His Mistress To Have An Abortion In Unearthed Audio
1271,,,"@realDonaldTrump @March_for_Life If you got that 13 year old girl you raped pregnant, I bet you would make sure she got an abortion! 🐷"
1272,,Earth,If abortion is murder then use of condoms surely qualifies as kidnapping.
1273,,Iowa,@perrysachs used the term legal only because they are who the constitution would apply to &amp; morally I believe all abortion is murder.
1274,,,@ChrisJZullo Safe abortion is an oxymoron.
1275,,,"I am curious!!! If you're vegan, what are your views on abortion?"
1276,,SHITHOLE PHILIPPINES,"@Crisprtek ""Women's March"" more like March for Disgusting Fourth-Wave Feminism, Abortion, Dead Baby Parts and Burkas For ALL WOMEN"
1277,,Oakland CA USA,@RWPUSA @ABC A hundred bucks says he has demanded/funded at least one abortion in his won hypocritical life. Probably complete with NDA.
1278,,"Gainesville, FL",Abortion is murdering a baby. It is. Or it isn't. It is one of those two things. - Louis CK
1279,,"Ashburn, VA",@AuburnGrad86 @collinhansen Abortion stats include all chemical and surgical abortions done in a clinic.
1280,,,@Independent Being born during an anti-abortion speech is just rude.
1281,,wilmington nc,@RepMarkMeadows My message to you is that it’s the woman’s choice and it’s not a mans especially yours and remember abortion is legal
1282,,,@SpeakerRyan Your mother should have been pro abortion.
1283,,"Wellington City, New Zealand",@biking_nana They do have time to `modernise' abortion laws though apparently.
1284,,"Minneapolis, MN",@TraciRe337747 No you are wrong. A woman has the constitutional right to get an abortion and you must respect that.
1285,,United States,"@Radio_FreeSyria Peculiar, since the Nazis were fans of sterilization, abortion, homicide and euthanasia."
1286,,,@ToddDracula @chrislhayes Seriously in what state can you get an abortion at nine months? Such an ass
1287,,Penguins fan in Flyers country,"@jayden_marcum @MattWalshBlog For the love of shit, this march isn’t about abortion!"
1288,,,@NPR Another country that desperately needs to legalize abortion
1289,,,"@rachelheldevans Also, they don’t help if you aren’t considering abortion. I learned that when I was uninsured with my second pregnancy."
1290,,Brooding somewhere.,@jwpetersNYT Trump bragged about paying for abortion on Howard Stern.
1291,,,@BitsieTulloch What about shouting out against abortion
1292,,,"@HalSparks Just so we're clear, the same skanks who use abortion as birth control virtue-signal re the death penalty."
1293,,I live where you vacation. ,"@swishswishbotch I challenge you to watch an abortion procedure from beginning to end, with your own eyes, and then tell me it's not murder."
1294,,"jacobus, pa",@cristela9 Ask those same morons why they are ‘Pro-Life’ if they don’t need an abortion.  Answer: because they are shitholes.
1295,,,Also 2’s do everything you tell them to except get abortion😭😭😭💀💀💀
1296,,"Houston, TX",@EyesOpenTravel @DuBois_V_2018 Abortion renders life non viable.
1297,,,Why are you in the march if you support abortion which killd unborn women? #WomensMarch2018
1298,,"Tacoma, WA",@realDonaldTrump @March_for_Life There is no such thing as a 9th month abortion dipshit. #ShitholePresident #TrumpShutdown
1299,,,@aigkenham Bible is pro abortion so I guess you should be afraid
1300,,A New World,@DailyMirror he meant partial birth abortion in the ninth month
1301,,Toronto,"@VoltaireFreedom If you made the laws, would it be legal or illegal for a woman to have an abortion, if she wants to have one?"
1302,,Laureldale PA,@Chairmnoomowmow Pro choice!   And since you are a man you really shouldn’t have a say in OUR abortion rights.
1303,,"Baltimore, MD",@YellowRonn I don’t take birth control and I’ve been very lucky 🤗 I’ve never had an abortion thank God
1304,,,"@steph93065 Let's call it what it really is...""pro abortion march""."
1305,,,#WomensMarch2018 Their only issue is abortion. #ProLife
1306,,,Abortion evidence of liberals self loathing
1307,,Living between book pages,@LeahR77 Where is this pro abortion rally you seem to be talking of? 🤔
1308,,,Anti-abortion has nothing to do with the sanctity of life and everything to do with human capital
1309,,So Cal,"@vallen1996 If you want to end abortion, tell men to be responsible for their sperm. They are the ones who impregnate women."
1310,,Franconia NH ,@3lectric5heep That scumbag is a ghoulish degenerate who promotes abortion right up till BIRTH!!
1311,,"Tulsa, OK",@RepHagan There are women who choose abortion. AND Planned Parenthood is far more than abortion services. You are women's worst nightmare.
1312,,,"@EmiBarry Exactly! It helps so much with prevention of pregnancy, it’s not an abortion center it’s a help center for people who need it."
1313,,"Fort Gibson, OK",@TrumpsSuckBalls @asomer @realDonaldTrump Killing Americans by abortion and bringing in illegals 🤷🏽‍♂️ nice legacy democrats....🤣
1314,,"Litchfield, MN",@fancyhatmulti @tsunami_eric @bogascharlie Way more people are murdered by abortion than guns. It's not even close.
1315,,Parts of America.,@JudicialWatch Maybe the #SchumerShutdown will cancel this abortion of our sovereignty
1316,,,@mykiesreidy just on abortion this is a loser... we will mobilize...
1317,,"Lynchburg, VA","In New York City, more black babies are aborted than born. 

I don’t care what your stance on abortion is, this should break your heart."
1318,,Jim Thorpe PA,@Salon I dont care about abortion. I care about respect.
1319,,UW Track & Field,ppl showed up to the women’s march w/ signs that said “stop abortion now” &amp; ppl threw glitter on them lol
1320,,,@Repealist_ @Lawyers4Choice Yep I'd say those taking abortion pills would need to be careful.
1321,,,"@WTF_Eh Those who are pro abortion are just evil. As I’ve seen you say before, they, like mass murderers, de-humanize their victims."
1322,,,@mister_cee @michaelcoren Here's a thought Chris. You can choose not to have an abortion anytime you like. See how that works?
1323,,NY,@realDonaldTrump @March_for_Life You are so fake ! You wanted Marla to get an abortion pathetic fake potus
1324,,,@PrimoPolls Keep in mind that dems walk out of abortion clinics and tell us how we should care about all people!!
1325,,"Boston, MA","@lizagraham240 More and more disagree with abortion, particularly later ones.  I agree with you too, otherwise.  Peace."
1326,,,"@halsey Is it about the biggest genocide and holocaust in world history, abortion? #ProLife"
1327,,Lead me to the cross ❤,@MichaelJPartyka They do bring their children to pp to be slaughtered.....It's called abortion.
1328,,Outside the Beltway,"Abortion will always be murder 

 #WomensMarch2018"
1329,,,"If we want Republicans to support abortion, we just need to call it a ""lifetime travel ban""."
1330,,,@witlessX @ELLEmagazine You trying to convince me that cats are cute and Democrats are actually anti abortion
1331,,,"@Liz_Wheeler NEWSFLASH

The left hates abortion too!"
1332,,"NY Bred, LA Now","""Abortion is not just for politicians' mistresses."" - Lili Bosse.  former Mayor of Beverly Hills
#WomensMarch2018 
#WomensMarchLA"
1333,,Alternate Universe,If you're anti abortion then you're anti woman. Plain and simple.
1334,,"Dubai, United Arab Emirates",Abortion is Murder  #WomensMarch2018
1335,,suburbs,@GregGonzalez68 @michellemalkin I agree. And they take their sons &amp; daughters to vagina &amp; to abortion marches. NOT WORTHY OF BEING A MOM!
1336,,"Albuquerque, NM",@TwitterNews The Democrat party is the Party of Abortion.
1337,,"Kennesaw, GA",@CarmineSabia No you aren’t a Christian unless you are anti-abortion and Support Trump.
1338,,,Gettin a ton of loose skanks numbers at the #womensmarch2018 all believe and practice abortion.  Gonna Aziz Ansari some chick tonight.
1339,,"Titletown, USA/La Crosse, WI",I saw so many salt lamps last night that I feel so liberal that I want to get an abortion right now
1340,,St. Louis,Close 2nd- my mom helping me shut down an anti-abortion protester (which distracted him long enough for the Black Bloc to swipe his sign)
1341,,"Atoka, TN",@sirDukeDevin No his diehard supporters would never believe it.  Even if there was video of him performing the abortion
1342,,follow me on instagram- @gothm0m,An abortion
1343,,,"@ChimentoHotz @danboy He was at an anti abortion rally, he was meant to say torn....said born! The man is an utter joke!"
1344,,,"@MattTurner4L @TimeForceCop I looked it up on channel 4 website, it didnt show this video but it seems that its a anti-abortion rally"
1345,,United States,@HildaSolis Speak against Abortion
1346,,"East St Louis, IL","@DodgersAndyInPA @DazedinLA Science says abortion is killing, but who am I to judge."
1347,,,"@MattWalshBlog If you take away all the men who have supported an abortion, your numbers would drop by 50%. Hypocritical."
1348,,,@Lizdolan People who are anti-abortion should be ready to adopt children.  #hypocrites
1349,,"Kent, WA",Why is it people who are so anti-abortion want nothing to do with that person once they're born?
1350,,,@KenDilanianNBC Do they care that their stand on abortion is the same as those of extreme Muslims?
1351,,New Orleans,@rianjohnson Your movie was an abortion. Go read your Obama book.
1352,,Canada,"@ElenaMierau @MichelleRMed The ONLY so called ""Health Issue"" they march for is ""Abortion""."
1353,,,True Life: Nicki Minaj sponsored my Abortion
1354,,"Fanwood, NJ","Women want to protest the Donald today. I want to protest the children abortion genocide being committed in USA daily.
#improlife
#ProLife"
1355,,,"@NARAL A majority of women are fine with abortion restrictions.  It’s you, the butchering, no-restrictions crown who aren’t representative."
1356,,,@AvaerieF @VP @March_for_Life @POTUS So once you end abortion is it the gays next?
1357,,United States of America,Open House down at the abortion clinic if anyone needs syringes they are free.
1358,,,What did you mean Pro life women get one day? @PPact Talk about the systematic support of abortion affecting our women #WomensMarch2018
1359,,Nashville & the rest of Earth,@MollyBrown28 @MissLynneO @NARAL You support abortion. So you have absolutely no legitimacy when you talk about what is or is not pro-life.
1360,,,Should a mother be willing to die to give birth to her baby rather than have an abortion that would save her?
1361,,,"Walsh will never compromise on guns, abortion or health care system."
1362,,"Seattle, WA",Yes CHIP. Yes DACA. No ban. No wall. Abortion is healthcare. Stay safe out there kids.
1363,,,@msaoife @fdelond @Hippoclides @Lawyers4Choice But would remove scope for the court to find that abortion was unconstitutional?
1364,,United States,@lovablemarketer But bc she was able to have an abortion she only missed a semester &amp; was able to come back &amp; graduate.
1365,,,"@thebradfordfile Yeah, we’re marching to abort babies!  Moron.  Against abortion? Don’t have one and mind your own business.  Really simple."
1366,,America,@thebradfordfile If abortion is ok because it’s just a bunch of cells anyway then why does PP sell BODY parts???
1367,,,"Oh dude talking about late term abortion termination, I almost flipped out, bro had me legit researching on his behalf"
1368,,Jamaica,@MissSamuels_ Cause you know them a like abortion already...love dash weh them belly
1369,,,@J_G1en @Liz_Wheeler It’s a lot safer than a coat hanger abortion
1370,,Leeds,@DeborahKWroe I presume he's talking about abortion with some made up facts.
1371,,"Redding, CA",When media bias sounds strange: “Anti-Abortion Supporters”.
1372,,,"@toohard4theyard The purpose of birth control is not to get pregnant in the first place, abortion is not birth control."
1373,,"Accra, Ghana","Rape
-Period
-Abuses
-Abortion
-Pregnancy
-Harassment
-Breast cancer
-Being walked on
-Being cheated on
Females go through a lot.. Respect."""
1374,,Las Vegas,@texastrilogy12 Unless you’re against abortion.
1375,,,"@RobinLawler3 @BillKristol democrats are good people. Except for their support for abortion, phony concern for Dreamers, etc etc"
1376,,Rome,RT IF U AGREE: abortion is MURDER! #WomensMarch2018 #WomensMarchDC
1377,,United States,@KalenaWarren2 @MichelleRMed What rights other than abortion are they marching for?
1378,,Those who NEED to know ... DO.,@kupajo333 @maitri108 @timkaine @TheDemocrats @DNC Abortion IS MURDER!
1379,,The Moon,@StephenAtHome Trump is why abortion should be legal.
1380,,,"@IronStache @becky_dee1 @SpeakerRyan 
Anti abortion but u don't care about children living after birth! Gotta get antiabortion votes! Jerk!"
1381,,,"@reallytiredhelp @LeahR77 That is a tiny fraction of all abortion cases, try adoption."
1382,,,So is this march about women or Trump? Or abortion...wtf you are all insane  #WomensMarch2018
1383,,,@Conrguy @ssolyom @Pt_Credit_voter @acoyne @globeandmail courts have said otherwise. No challenge to abortion rights have succeeded.
1384,,,@SkeeverDaddu @Bottom_Creek @ACLU So you're against abortion after 20 weeks or not?
1385,,,"@JoeNBC Too bad millions of women are missing from the ""Women's March"" because their mothers aborted them. #abortion #ProLife"
1386,,,@DougSides And she didn't have the abortion.
1387,,"Bronx, NY",@floridamiramar @Education4Libs Unless you are anti abortion and supporter of trump I will watch basketball
1388,,"Chicago, IL",I’ve been downtown for 30 seconds and I already had a guy scream abortion is murder into my ear
1389,,closet,@okaytroyee @FreddyMelIet @utaughtmetolove OH IM SO FUCKING DONE RN ON MY WAY TO GET AN ABORTION HUNTY
1390,,United States,@Yesyoucannon @March_for_Life what's stupid about saving lives lost from abortion every year
1391,,Ireland,"@michaelkirke ABORTION 

IS THE MURDER OF AN INNOCENT BABY"
1392,,"Wisconsin, USA","Re: The Womens March 
Abortion is something we can discuss, but should not be celebrated."
1393,,,@MAKETHEPLEDGE16 @joanwalsh @thenation Thought Trump supporters didn't believe in abortion. Clearly they're pretty cool w/ hypocrisy though.
1394,,Ohio/North Oklahoma,@MacMargi @jpodhoretz what does abortion have to do with religion? I don't believe and I still think it's abhorrent?
1395,,,@MAKETHEPLEDGE16 @joanwalsh @thenation But I thought you were against abortion you vile creature.
1396,,,"@thinkrightuk A lot of those against abortion are Men and against welfare. Once a child is born, she/he are on their own."
1397,,"Berne, IN",The same democrats complaining about #CHIP are the same ones who support #Abortion. How does this double standard even make sense?
1398,,"Peterborough, Ontario, Canada","@Kris_Sacrebleu To be fair, regarding Trump's recent anti-abortion business, those are far from mutually exclusive causes."
1399,,,We could stop abortion by arming every fetus with its own gun.
1400,,"Harlingen, TX","@KatrynaStarks @rachelheldevans Yeah, I’m asking about the other ones. Is it ever sin on the part of the person getting an abortion?"
1401,,probz w Josh💞,This girl got an abortion because the baby daddy didn’t stay with her 😡 bitch what
1402,,"Newark, NJ",@You_Cant_Take abortion mission for the other shit 😂
1403,,Depending on the Day & Time.,"@wokeluisa Rape is bad, offenders needs to punished severely, Abortion is morality issue  and politicians need a to back the F off."
1404,,"North Carolina, USA","@ABCPolitics @TomPerez Fight for the 400,000 women killed this year though abortion."
1405,,The Republic,@KeithMillsD7 @MariaLaoise @irishexaminer abortion isn't a legitimate position to hold. I have no qualms about calling them baby murderers.
1406,,,"If we’re going to make abortion illegal we need to implement crucial and strict laws that target dead beat fathers, whether he is 14 or 52"
1407,,Flyover Country-Wyoming,@ChrisJZullo Is it too late for your mama to get an abortion?
1408,,,@MrFilmkritik “Boss of my Body” so you intentionally got pregnant in order to have an abortion? That’s called murder!
1409,,,I wonder if McKenna is watching this summer jobs abortion &amp; thinking about (or has thought about) applying a question about climate change?
1410,,,@richardhine I like abortion and the homosexual lifestyle because it's a self-imposed death penalty on left-wingers
1411,,"Sekondi Takoradi, Ghana",@AmyMek @KofyBrownKofy Its a bad thing. Engaging in birth control is good rather than Abortion.
1412,,"The Woodlands, Texas",@sportsmediaLM To counter ProLife anti-abortion event I think.
1413,,"California, USA",@rachelheldevans Crisis pregnancy centers have a policy of lying to women about pregnancy and abortion.
1414,,Florida/Scotland,I love listening to an 18 year old cisboy cry about how abortion is bad
1415,,Melting Pots of Sin,"@SenToomey Don't have an abortion!  But, of course, don't even think of enrolling in CHiP if you need it.  That'll show those lazy babies"
1416,,,@VP @stonewall_sue @March_for_Life @POTUS liberal media phrased it as anti abortion rally...... #schumershutdown #nodacadeal #noamnesty
1417,,,@icterid @clayfeathers @LeahR77 Cheaper in liberal cities to get heroine and an abortion than paying for Obama care premiums and daycare!
1418,,Marbella Spain,@DrMann4Congress Not only that murdering a live baby would be murder even if did happen and has nothing to do with abortion.
1419,,United States,@Liz_Wheeler Totally agree but please lets not forget the aborted males. All abortion at any stage  is murder
1420,,slimdickfatties🌵™,"and if you support trump, homophobia, racism, gun violence, and anti abortion, please, please block me because we will NOT get along"
1421,,Corporate headquarters,"@AngelaLMorabito * Neil Gorsuch as his SCOTUS pick, Gorsuch is an extreme RW'er on all issues including abortion."
1422,,,@Buffalogal @Liz_Wheeler If you’re Catholic then you should be against abortion. It’s murder plain and simple. #MAGA
1423,,WNY,Lol March For Life gets labeled “anti-abortion” and the women’s march gets a live stream. Twitter showing its true colors
1424,,,@nic_fisher @realJeffreyLord Love abortion? What? Sad and shameful
1425,,,Abortion protesters will show up at a family reunion
1426,,Alberta Canada,"@IanMcAnerin @michaelcoren No. conditions mean that a group must affirm abortion. Again, no room for conscience or even neutrality"
1427,,,@JoeNBC @Spotify being pro- abortion does not suit you Joe.  What has happened to you?
1428,,A bitter Clinger from Flyover Country,@VistaContra Women who love abortion more than children. Bizarre and unnatural.
1429,,"Frisco, Texas","""Thou shalt not kill."" (Exodus 20:13) Hatred in the heart is murder (1 John 3:14-15). Abortion is murder."
1430,,Ireland,@TJMcGibney @PaddyJManning @CorkRaven None so prominent in it's opposition to abortion as the RCC though. The hypocrisy is astounding!
1431,,,@TheDemocrats @TomPerez @ABC These women don't represent the majority of women Real women are working not whining abt abortion on th streets
1432,,Some where on Earth,@michaelcoren Michael you know abortion is murder and you also its unchristian.
1433,,"Elizabethtown, PA",@bluelyon @CarolYBenson @EricBoehlert Or the alternative... an abortion. But the religious right will ignore it completely.
1434,,Its ok to be White,@Liz_Wheeler Its not a Women's March.  Its a far left lesbian-pro abortion Democrat March
1435,,,It’s truly disturbing how people can live with themselves after getting an abortion for no serious reason #WomensMarch2018
1436,,,@RyllieDanylko @Liz_Wheeler Sounds like you have made a bad choice and now are all in for abortion. Sad
1437,,"Virginia, USA",@1453AnInsideJob You could always compare how similar the arguments for abortion were the exact same arguments for slavery.
1438,,Earth,@ThisWeekABC @NancyPelosi Remember when she voted against giving abortion survivors healthcare?
1439,,"Davao City, Davao Region","Fetal demise, pregnancy loss, abortion and all these syndromes... depressing. Very depressing topic."
1440,,NY and Brazil,@DplorableDingus @LeahR77 Actually any rate of reproduction is greater than abortion.  😂
1441,,"ON,Canada",@TomthunkitsMind WTF is he talking about he doesn’t give a shit about abortion he’s crawled into the pockets of the evangelicals
1442,,"Scotland, United Kingdom",@MattTurner4L @stephenfry He's a fuck up but he clearly meant abortion.
1443,,"Florida, USA",I can’t believe our government is trying to stop legal abortion lmao
1444,,,@obianuju @peaceischrist @BuzzFeedNews  2b exact !it's the 'Alinsky/Marx/Democrat/women/abortion March'w/Shumer shutdown included
1445,,"Missouri, USA",was horton hears a who about abortion
1446,,punsexual,"@jessktrad well to me, being a christian means believing in jesus, not that i have to be against abortion."
1447,,"Los Angeles, Something Something",@OANN @GrahamLedger #Abortion safe and legal? Is it safe for the #child?
1448,,United States,Why don't they just call it the March for Abortion?  I bet pro life women wouldnt be very welcome. #WomensMarch2018
1449,,,@crytypifier I’m catholic but I’m pro choice the only people who cry about abortion are the bitter old rats
1450,,"Grosse Pointe Shores, MI",Abortion is the snuffing out of an innocent Life. #WomensMarch2018
1451,,"Halifax, NS, Canada","@DaeEngland @ShooguhLipz @chantaljcs @michaelcoren You know abortion is a legal medical procedure, right?"
1452,,Texas,"@onejimharris_ Yeah, no one is trying to force you, or anyone, to have an abortion. Try again."
1453,,"Saginaw Township North, MI",@haydawg Abortion or other forms of killing?
1454,,Twin Falls,"#WomensMarch2018 
#infanticide 
#Abortion 

Women marching for murder"
1455,,"California, USA","HEY  #WomensMarch2018 ABORTION IS NOT ""HEALTH CARE."""
1456,,Utah ,@SpeechlyBrent @sltrib Trumps never paid for an abortion. Nope. No way. Definitely not.....😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1457,,,"@PPact @Tselvar when you say...""one of us can be dismissed"" do you mean 3rd trimester abortion?"
1458,,"Halifax, NS, Canada",@chantaljcs @DaeEngland @michaelcoren Some support the abortion of doctors in their 120th trimester though
1459,,Indianapolis area,"RUMORED: With the #TrumpShutdown in progress, dozens of abortion clinics are opening in every United States city."
1460,,"Edmonton, Alberta","@ShooguhLipz @paulvienneau1 @chantaljcs @michaelcoren You know abortion is not a Charter right, right? Read the Morgentaler decision."
1461,,28277,@MikeKeelingNJ @HootHootBerns @LeftwardSwing So I can have abortion clinics on every corner?
1462,,,"@MAKETHEPLEDGE16 @joanwalsh @thenation I thought you were against abortion, every life is precious."
1463,,Ohio,@NARAL @womensmarch Pro abortion march. Real women don’t kill babies
1464,,"Richland, WA",@LeahR77 I dont think you understand how abortion works.
1465,,In class mf,hoes be lying on the TL saying they went through a miscarriage all by themselves..............bitch you had an abortion.
1466,,"New Hampshire, USA","@obianuju lol - most of those abortion survivors, are now democrats...
😂"
1467,,"Clovis, NM","you’re my son like my last abortion, i’m just laughin off it"
1468,,,@AnStarfire @ChrisMurphyCT Deny human rights? Why? Because they're anti abortion? Anti illegal immigrant? Please explain.
1469,,Truvy’s Beauty Spot,@LeahR77 Cool.  Let no abortion be had. Please hand over your wallet to pay to raise all those kids.
1470,,"Mystery Babylon, USA","@ChrisJZullo - Abortion is only legal in the eyes of the state &amp; federal government, but what about in the eyes of God? #WomensMarchDC #GMA"
1471,,,"@ProudLiberal11 Medical professionals take a Hippocratic Oath to do no harm, abortion harms the life inside the mother.
#gunsense"
1472,,Iowuh ,@floognoodle @Futuresingledad @shutupgunther That won’t change even if  abortion is banned lol.
1473,,Ireland,What a brave and well articulated speech by Micheal Martin yesterday on the abortion referendum 👏👏 and never once ridiculed anyone else.
1474,,"Lebanon, TN",@carolineyezer @sharmaishaan89 @Bree_Spencer @ItsNotPersonal0 You suck at reading. Find where she said the op was an abortion.
1475,,,@bschmitmeyer14 @gentlemindmom @LindseyGrahamSC What does abortion have to do with any Bill?  It's always put in by the pro life wackos.
1476,,"Palm Springs, CA","I will always have sympathy for women who choose abortion for reasons beyond “because I can”. 

I get it. I really do."
1477,,aventura   florida,ABORTION IS THE DEMOCRAT PARTY  BEST FRIEND
1478,,"California, USA","#WomensMarch2018 agenda so far:

&gt;Abortion
&gt;illegals
&gt;Fuck Trump
&gt;Abortion"
1479,,"Redding, CA",@theveganparent @SiobhanFTB If you closed your legs or we're more responsible eith your body you wouldn't need abortion either
1480,,United States,@HeatherLBox @charliespiering @March_for_Life @CNN I would proudly wear the badge anti-abortion.
1481,,"New York, NY","@AmandaStJean Enablers, just as dirty as sexual harassers. You are a disgrace abortion pig"
1482,,"Saskatoon, Sk","@AliceTeller This is silly, more sex, less birth control and no abortion fixes everything"
1483,,Texas,"@RedNationRising And if polls are telling you that women are on board for legalizing full term abortion, I've got news for you we don't!"
1484,,,@PrincessRiddie @NostiGirl @obianuju Do you even know what they do during an abortion!? Obviously not.
1485,,"Deep South, USA",@KHOU Should be called the Abortion March since that's all it is.
1486,,the valley,I was gonna go to the abortion clinic to show my support ugh 😔
1487,,,@mcmxl22 @ProgressPolls Bc they didn't want to bomb abortion clinics.
1488,,"Deer Park, TX",@KHOU Call it what it really is. A pro abortion rally.
1489,,"Chapel Hill, NC","If you got pregnant right now, would you get an abortion?"
