,label,location,tweet_text
470,,United States,@FoxNews Should Of Gotten Death Penalty.  Then Others Would Think Twice Before They Committ Such Acts .
471,,"California, USA",@Isa4031AMP Yes Death Penalty would be great!
472,,United Kingdom,@TheChazmR @AfNino @TheZestyOranges Hope he gets the death penalty for that.
473,,"Portland, Oregon ",@SaysHummingbird @BeverlyFolkers 20 years! He should get the death penalty.
474,,"Florida, Chicago",@yourandmyusa @CNN I say this is what the death penalty is for...
475,,"West Bloomfield Township, MI","@ScottPaterno @mgoblog Wow, Penn State should have gotten the death penalty, lucky the NCAA likes money"
476,,was confidinah,JASON ROTTENBERG DESERVED THE DEATH PENALTY FOR HATE CRIMES AND THATS ALL IM SAYING
477,,"Alaska, USA",@AFP Death penalty
478,,  Everywhere. You Never There.,@STARING_KRYSTAL I'm afraid cause it seems like Florida juries don't like issuing the death penalty its really annoying...
479,,California,@AFP Why do I have to go ay for his upkeep in prison? DEATH PENALTY!
480,,"Las Vegas, NV","@KatTimpf No defense here, Kat. Clearly, the death penalty is called for."
481,,"North Carolina, USA",@AFP Why no death penalty... we dont want to spend $ on vermin..
482,,,@HotMusicTakes__ @kylewtx This is why I believe in the death penalty.
483,,,@Billyjackson110 @CraigM_88 @DailyMirror To Me One Proven Offense Against A Child. Should Get You Death Penalty.
484,,"Hopedale,Ohio",@Chicago_Police @Dondorey1 It should be a mandatory  death penalty  for killing a cop .
485,,,@NatPoliceAssoc @Chicago_Police @realDonaldTrump MANDATORY DEATH PENALTY!  FEDERAL CHARGES! This has to stop! Protect those who protect us💙
486,,United States,@ThomasMHern Shooting a Police Officer should be automatic Death Penalty
487,,,Congress passes dumb laws all the time. How about a new one that actually matters!! Death penalty for animal abusers!!!
488,,Norhern England,@toryboypierce @srcoxlive Let’s hope it is the death penalty - still too good for these Neanderthals
489,,"Heaven, NJ",@JulianAssange I hope you get extradited &amp; given the death penalty!
490,,,@ArklahomaPreps @BvilleSchools OMG. The end of that video. You’ve got to be kidding me. I hope you get the death penalty
491,,The Lone Star State,@jannangers @USAGSessions Treason carries the death penalty. As does espionage.
492,,,@kellyjane821 @USAGSessions Death penalty cases in the Deep State?
493,,"Las Vegas, NV","@FoxNews @KatrinaPierson So ...... what’s more appropriate, the death penalty for Porter or Kelly or both??"
494,,"Houston, TX",@jerthorne Exactly. @BUFootball just wants to move on like nothing happened.... NCAA is such a joke. They should get the death penalty.
495,,"New York, New York",@ApplebyAdolf @agapanthus49 Death is already the max penalty for treason.18 USC 2381.
496,,,Waiting for the death penalty
497,,"Chicago, IL",@PeterNickeas @EricTendian Illinois needs to death penalty
498,,United States,@TIA_EWING @fox32news Bring back the death penalty for killing a public service employee.
499,,Texas,@people Death penalty for both
500,,"Cleveland, Ohio",@DOMTIBERI He should get the death penalty!
501,,,@saint___paddy People being shitheads with their car is the only time I consider the death penalty
502,,,@JAGSGIRL904 I think it’s bc death penalty is on the line and he wasn’t offered a plea deal
503,,Slaneesh's naval,@TheBrandonMorse Give him the death penalty.
504,,"California, USA",@RealJamesWoods Death penalty candidate
505,,"California, USA",@RealJamesWoods Just throw away the key. I hope he gets the death penalty.
506,,,@TruthinGov2016 Death penalty.
507,,,people who tbag you every time they kill you in any PVP deserve the death penalty
508,,New York,"Wow only CLD find an BlK-Man to defend this Terriost #chlseaBomber he's goin to appeal lifesentence ,  must for the Death -penalty !"
509,,,The guy that shot and killed the CPD officer today should get the death penalty #CPD
510,,"Chicago, IL",@WGNNews Horrible shame. The war on police continues. Suspect should be prosecuted and put to death...except IL has no death penalty...
511,,NYC,@nytimes Death penalty for those officers please. ENOUGH IS FUCKING ENOUGH. ENOUGH. ENOUGH!!!!
512,,,@rudihendry_ @BroadcastMoose Death penalty
513,,,"@RealJamesWoods This guy is crazy sick!!
No respect for human life. 
He needs the death penalty."
514,,Moon,@NYCTSubway The penalty for delaying a subway train during rush hour should be death...without trial.
515,,"Victoria, BC",@CTVNews he should get the death penalty or send him back where he came from
516,,Pittsburgh Pa.,"@BeauWTAE Another Richard Poplawski, still sitting in jail. Death penalty should be within 30 days, Oh I missed my calling in life."
517,,,@RealJamesWoods These thugs deserve the death penalty period!
518,,"Sydney, Australia",@CllrPeterSarris @LBC @MaajidNawaz Labour politician endorsing the death penalty?
519,,cle,petition for everyone who has ever told me there’s a hole in my pants to get the death penalty
520,,United States,@foxnewsalert DEATH PENALTY!
521,,,"@Boffin4Brexit @JKLDNMAD @Nigel_Farage @LBC No, the death penalty is uncivilised.
Please do not @ me again."
522,,"Illinois, USA",@Chickasee Death penalty.
523,,,@Gerard33Delaney DEATH PENALTY!  CASTRATIONS TO LEANENT for this disease! 😡
524,,Luce❤️,Should death penalty be bought back for hardline criminals such as Bulger case?
525,,uyo,if Higuain was facing trial-by-match he would still miss a penalty in the death of the game to save himself from a death penalty
526,,"Lisbon, Europe 🇪🇺","@Cramao_dk @BueRubner @Vilinthril There's also a majority for death penalty in the population, go for it. Forget values, just go for it."
527,,,@Breaking911 Texas has the death penalty so I hope this sub human animal is brought to justice
528,,Riverside,@wjxt4 My opposition to the death penalty always waivers for people like this...
529,,Dorset,@toryboypierce If I had my way I would bring back the death penalty for the likes of him and others like him!
530,,,@RealJamesWoods This monster is why we have the death penalty. By hanging. Public.
531,,"Tamworth, England",Don't even care people who abuse cats and dogs deserve the death penalty absolute cunts
532,,,@PaulMer45790900 They need to be triad in a US state that has the death penalty
533,,"Long Beach, CA",@gatewaypundit @vjeannek Death penalty
534,,,@ElliottRHams This just in: @ElliottRHams supports abolition of death penalty!
535,,,@barstoolsports no death penalty? pussies
536,,Terra,@SafeWordAD @DegenerateWolfe this is why we need the death penalty
537,,,@FoxNews When the hell is the death penalty every going to start
538,,"Port Richey, FL",@FoxNews Should be death penalty for terrorist!
539,,United States,@zerohedge TREASON!!! DEATH PENALTY!!!
540,,,@cmulla4077 I guess Lions believe in the Death Penalty...
541,,"Cleveland, OH","I don’t even believe in the death penalty but that nigga deserves it, the way he tortured &amp; killed her..just sick smh 💔"
542,,"Scottsdale, Arizona",@TeaPainUSA If we're lucky he'll be convicted of treason or espionage and get the death penalty.
543,,,@unscriptedmike Arrest him read him his rights give him a fair trial and then sentence him to the death penalty.
544,,,"@FoxNews Death penalty it should be, why taxpayers paying his room and board"
545,,"Houston, TX",poaching should be given the death penalty.
546,,Throughout the USA,@axios Too bad liberal N.Y. does not have the DEATH PENALTY!!!
547,,Scotland,@PaulMer45790900 @CarlWil35586309 Yes I'm for a spell in Guantanamo then the death penalty and bodies buried with pigs.
548,,United States,@henrykleeKTVU @KTVU @ACSOSheriffs Death penalty please
549,,"St Albans, Beds eventually",Staines win the sudden death penalty shoot out
550,,,@KTLA Why not give him the death penalty
551,,"Tejas, USA","@Gul_Dukat88 @RawStory Sure, in the land of unicorns and rainbows a death penalty is unnecessary. We don't live in that land."
552,,West Coast,"@Fuctupmind @FoxNews there needs to be a law that these police killers/assassinators get the death penalty.
It is too much"
553,,,@6abc @PA4TAXPAYERS Bring Back The Death Penalty!
554,,,@cnnbrk Death penalty would have been better but time to suffer for a long time now.
555,,"Cannock, England",@SkyNews Give him the death penalty to this sick bastard
556,,,@NYGovCuomo Justice would be the death penalty for a man who bombed innocent people.
557,,,Trump is too ugly to end the death penalty
558,,Nosgoth,@BGBandita @Mr_Weddig @danarel Tell us about their death penalty.
559,,,@BobT1023 Ughhh..should’ve gotten the death penalty..
560,,"Staten Island, NY","@bigricanman Bring back death penalty! You shoot an officer, you get rewarded"
561,,,eating chipotle and reading a very interesting article on the death penalty
562,,,@RealJamesWoods @hectormorenco Death penalty! POS
563,,,If you clap during a movie or at the end of it you deserve the death penalty
564,,USA,@RealJamesWoods This is when I’m for the death penalty.
565,,,@ShaunKing @USAjobs2018 Here is why you need to stop the death penalty in the USA .. Join the rest of us in the civilised world
566,,,@ACSOSheriffs Death penalty please and thank you
567,,,@CNN GOOD! I would rather give him the death penalty though.
568,,Definitely Not Paris,@mattzap the death penalty is legal but sometimes deaths are put on hold.
569,,"San Francisco, CA","@NBCNews The least they could do is remove his ""naturalized"" status. 30 wounded doesn't get him death penalty? #WTF"
570,,Nashville for now,"In addition, of course, to draconian budget cuts from our anti-education, pro-death-penalty governor."
571,,Seattle WA,@cnnbrk Why not death penalty?
572,,"Oklahoma City, OK",@sevenlayercake I didn’t but that’s a great example of why I still support the death penalty.
573,,Glasgow,"103 countries have abolished the death penalty. Notable exceptions include the U.S., Japan and China."
574,,"Mayfair, Philadelphia",@NBCNews Should be a death penalty. Now starve him to death
575,,"New York,NY","@CNN Why not tha ""Death Penalty""....I gotta pay Taxes to Feed,House,Give Medical benefits to this ""Piece of Shit""!!!!!!!!!"
576,,Nibiru,@cnni Certain people should not be allowed to live off our tax money! Death penalty!!
577,,Omnipresent,@LBC @MaajidNawaz Can't we prosecute them in a country that has the death penalty?
578,,,@OGTommyP @andyinla17 @ScooterMcDougl2 @mikevorel You sir are an idiot. The death penalty for 5 students braking the honor code
579,,,@robbie_cockburn I love you to bits mate but if you are being serious then am afraid you deserve the death penalty.
580,,Middle of nowhere,Higuain wouldn't score a penalty at the death to save himself from a death penalty.
581,,Trondheim,@agapanthus49 Institute Death Penalty for High Treason
582,,,
583,,,@sajidaziz86 @ArvindKejriwal Castration should be the punishment for rapists then the death penalty
584,,in ya dreams ,nothin more tense than askin a class of criminology students who does and who does not agree with the death penalty !
585,,,@FoxNews Waste of money! Deserved death penalty. Now taxpayers have to support him for the rest of his miserable life
586,,,"@InMonifieth @DVATW I hope he gets life.
Should get Death Penalty."
587,,"Seattle, WA",@ShaunKing This is precisely why the death penalty is a horrible idea.
588,,"Houston, TX","@TheJusticeDept @ABAServes Death penalty should have been his sentence! He's now going to live on our tax dollars, disgusting!"
589,,Milky Way,"Death, taxes, Juve penalty #championsleague"
590,,Pittsburgh and Kansas City,@donengland1 No death 💀 penalty ? Come one....
591,,"New Hampshire, USA","@RealJamesWoods Ok, now I have heard it all. Does Washington State have the death penalty? Like within a year?"
592,,,"capital punishment
【例】There is no convincing proof that the death penalty, or capital punishment, prevents crime."
593,,Turks And Caicos Islands,@cnnbrk Dang.  No death penalty in New York?
594,,"Los Angeles, CA",@LANow Hope those cowards are prosecuted to the fullest and given the death penalty.
595,,United States,@TrialDiariesJ I hope he gets the death penalty and then burns in hell for all eternity.
596,,"Seattle, WA",@FoxNews I guess New York is not a death penalty state....
597,,,"On penalty of death, and suffering death;"
598,,,@cnnbrk Wait what no death penalty?
599,,,@LBC Death penalty. Ultimate deterrent
600,,"Boston, MA",@cnnbrk Life? I’d say execute the A’s****le he deserves death penalty.
601,,,@cnnbrk Death penalty
602,,,@WatsonEngels Why I don't have a problem with the death penalty.
603,,"North Carolina, USA",@FoxNews Death penalty!!!!!
604,,,"@realDonaldTrump 

MR PRESIDENT
COMMON SENSE TELLS US
DETERRENCE WORKS
CAPITAL PUNISHMENT WORKS
MAKE IT A FEDERAL LAW
DEATH PENALTY FOR RAPE"
605,,"Washington, DC",@ShaunKing I guess we can take consolation in the fact that he wasn't sentenced to death in a state that loves the death penalty.
606,,New York City,@nypost We need the death penalty in NY.
607,,,@BBCWorld He should get the death penalty!
608,,UK Kent,@Bronx22 @RT_com No no death penalty nono .state prison or a very small room. Just like Innocent Julian Assange.
609,,United States,@AnthonyScarramu I wish my religion allowed me to suggest a death penalty. Rapists don’t “get better”. Rape is torture. It can’t be cured.
610,,"Amersfoort, Nederland","@ShaunKing That's heartbreaking, and also one of the reasons I'm against the death penalty"
611,,,@TheBorumForum @FoxNews Why not death penalty???
612,,"Uptown, and if you ain't MF don't go Uptown","@Flynah @nytimes Successful?
Life in jail is not success.
A death penalty is success."
613,,"Uptown, and if you ain't MF don't go Uptown",@nytimes WHY IS HE NOT GETTING THE DEATH PENALTY?!?!?!?!
614,,"England, United Kingdom",I’ve seen pancake toppings that deserve the death penalty today
615,,"South Jersey, USA",@6abc he could of got the death penalty... if trump didnt open his mouth
616,,,"@WFABNetwork Morons, NY doesn't have the death penalty."
617,,Corral de Tierra CA,@BreitbartNews Give him the death penalty stop wasting taxpayers money
618,,Everywhere ,@FoxNews Why should taxpayers pay for this scum to live in jail! Send this man to hell! Death penalty!
619,,West Yorkshire & Sweden ,"@TheCanarySays @TheCanaryGlobal Yep, the man who equated abortion with the death penalty. Loves women."
620,,America,@FoxNews Should have gotten the death penalty...
621,,"Charleston, SC",@FoxNews Hopefully one of his fellow inmates will give him the death penalty.
622,,,@SkyNews death penalty. Their guilty do what's the hold up.
623,,,@LizCrokin 20 years is not enough.  He should get the death penalty.
624,,,@FoxNews Should’ve gotten the death penalty (If NY has it) but at least he’ll have a long time to think about what he did
625,,LA,@jordie_ray Forget jail for this traitor. Go for the death penalty. #Sedition
626,,"Sargent’s Purchase, NH",@JewhadiTM @Thom44810402 @AP Why I support the death penalty nationwide.
627,,,"@schindy @FCN2go Death penalty case,  he's not allowed to just plead guilty."
628,,,@dennisdoddcbs Kelly gave Declan the death penalty-- the NCAA should do the same to ND.
629,,,"@FoxNews Usually for the death penalty, but for muslims this is a better end, can't glorify themselves in martyrdom this way."
630,,NorCal,"@FoxNews Yay, now we get to pay for his well-being until he dies in 60 years... this is why we need the death penalty, people."
631,,"Champaign,Il",@Fuctupmind @FoxNews He should get the Death 💀 Penalty
632,,Ohio & Pa roots,@greyhat63 Ohio has the death penalty and may the families of the murdered heroes rest in peace and trust God's promise of life after death.
633,,"Derry, Northern Ireland",I get so angry reading stories about pedophiles. Death penalty
634,,"Ardrossan, Scotland",@LBC @MaajidNawaz Only if we bring back the death penalty for treason and war crimes.
635,,,@washingtonpost Burn Michigan State athletics department to the ground! How about a ten year death penalty?
636,,DFW texas,"@JewhadiTM @AP I’m sorry but if you make bombs and set them off to kill people we don’t need you here anymore, death penalty please"
637,,You are not interesting,@dustopian I'm against the death penalty but this is one of the cases that makes me think twice
638,,,"@FashionNewsUK It's ok ladies, you're allowed to smile. It's a fashion show not a death penalty sentencing 🙄"
639,,London,"@RyanLuke91 Worse than Puncheons, but Puncheons facing the death penalty cos it was on Ginger Kev."
640,,,@Triggering_SJWs @sholt87 The Roman Catholic Church is against the death penalty in ALL cases. It's strange that you don't know that.
641,,"Your Moms, Bed 🛏️",@guinness4ever61 @eab_29 @LoneNutVolFan That will be the death penalty for me 😂😂😂😂
642,,"Stirling, Scotland",Do you think we should have the death penalty in Scotland?
643,,,@sholt87 @Triggering_SJWs It is sometimes hard to swallow because of the scope of brutality but the death penalty is wrong.
644,,"Arizona, USA","@latimes Anyone who stabs a dog... straight up death penalty. No questions asked, no need for a trial, fast execution.

#DogRight"
645,,Above sea level ,@EjHirschberger @SaRaAshcraft @yigsstarhouse @LizCrokin I recommend the death penalty
646,,United States,@KatTimpf How rude. Illegal puffin usage really makes one reconsider the death penalty... 🤔
647,,"Garden Grove, CA",@KTLA This is why I support the death penalty no matter how far Left I get.
648,,Between 2 Oblivions,@SkyNews Send them to wherever they may face the death penalty...
649,,Kilmarnock ,Bring back the death penalty for folk who don't indicate
650,,"Pennsylvania, USA",@hoIyfag no death penalty or life in prison for them though right? a life of regrets is good enough I guess....sigh
651,,,@TheEconomist Death penalty is cheaper and works.
652,,Toronto,@1968chick Murder does not come with a death penalty either. Keep searching.
653,,"Washington, D.C.",What is the penalty for breaking the Constitution?  Should it not be death?
654,,ILLINOISY  -  IT Director,@RealJamesWoods This guy should get the death penalty
655,,Free Atheist Britain (FAB),"@LBC @MaajidNawaz But we have not got the death penalty anymore, so it'd be better they were tried somewhere that has retained it."
656,,"Hamburg, Deutschland",@DailyMirror The Death Penalty ! Is they only Way !
657,,,"@RowlandRIVALS If any other school not named Duke would have done what UNC did, they would have received the death penalty"
658,,,“Write an essay on whether or not the death penalty should be abolished.  Remember to go over your paper for spelling errors before you ...
659,,"Savannah, GA",the people who vandalized hitchbot deserve the death penalty and I will not budge on that stance.
660,,southbound,"@aigkenham is this you @aigkenham wishing the death penalty on yourself and all others on earth? whats with the religious genocide, ken?"
661,,United States,@President1Trump That POS don’t deserve to be locked up he deserves the death penalty plain and simple!! #CQRF
662,,"England, United Kingdom",@andrewjlockley Evidence for suggesting that Sweden would go against its own opposition to the death penalty to do that?
663,,"Baltimore, MD",@lumberjake73 @PreJiMature Should of given them the death penalty.
664,,United States,@WGAL Piece of crap.  Death penalty.
665,,"Montréal, Québec","@RT_com I don’t believe in capital punishement, but I’m this case the death penalty fits his crimes..."
666,,,@people Death penalty is for people like him.
667,,"Brooklyn, NY",@realDonaldTrump @JohnKasich @WestervillePD Ha! And the death penalty he carries out?
668,,,@DLoesch @ChrisLoesch The death penalty is ineffective because it takes too long. With that much evidence it should be immediate.
669,,Ask Me,@ayooladejo The terrorism act didn't give death penalty as the punishment
670,,Wakanda by way of Stankonia ,@_AyeGee2 They should get the death penalty.
671,,Washington DC,@DLoesch I think he should suffer the exact same way she did. Death penalty is too kind.
672,,"London, England",@LBC Should get death penalty.
673,,"Fort Lauderdale, FL",@NewsbySmiley Sanctions. Not the death penalty.
674,,,"If a handicapped person is given the death penalty, are they given the electric wheelchair."
675,,,@RealJamesWoods Bring back the Death penalty. For these Rapist's. Plus any government officials that protect them. For Justice.
676,,birmingham,@beewestwood Should bring back the death penalty he should have that
677,,"Arkansas, USA",I'm thinking the death penalty for traitors to the country!
678,,The Shires,@2tweetaboutit @CllrBSilvester @Conservatives @theresa_may @AmberRuddHR @ukhomeoffice Death penalty for this scrot bag imo.
679,,"Spokane, Washington",Are you in favor of the death penalty for a person convicted of murder?
680,,,@DeplorableME23 @IvankaTrump @DonaldJTrumpJr @MrsVanessaTrump Death Penalty
681,,,@clevelanddotcom I’m a liberal snowflake and I’d vote for the death penalty! Bye Felicia!
682,,London,@TrollULike @Bonn1eGreer No: people extradited from the UK to the US do not face the death penalty.
683,,"Arlington, TX",@criken42 @JayesGreenJ Like when he pursued the death penalty for KKK members and helped desegregate schools?  Good point.  👎🏻
684,,,@RealJamesWoods That deserves the death penalty.
685,,Bay Area,"@4029news I hate the death penalty, but this guy deserves to die."
686,,,@PrisonPlanet @RealAlexJones Disgusting he is going to he'll that's for sure....people like that should be given the death penalty
687,,England...,"@RenatoRossi83 @SkyNewsBreak I hear what you are saying,but did the death penalty stop people committing horrendous crimes in america..."
688,,On the banks of the Red Cedar,Why did @UMich lawyers try to stop accusations about this doctor from going public? We need a statement. Death penalty. Shut it down.
689,,down south now,@aigkenham How did he take the penalty of death for us when we did anyway?
690,, ,@joncoopertweets @TheDemCoalition Death penalty ... To today
691,,England,Barry Bennell is another one of those fuckers we need to bring the death penalty back for
692,,,@RealJamesWoods Bring back death penalty for harming children! Touch a child death penalty❗️
693,,A Shithole,"@PrisonPlanet I feel sick.. 🤢🤢🤮🤮
THAT F!%KER DESERVES THE DEATH PENALTY!!!"
694,,Under Your Stairs ,@talkRADIO Reprehensible scum. They should be tried in a country where there is no mercy and the death penalty is applied liberally.
695,,,@RealJamesWoods Death penalty!!
696,,The Shire,Some people deserve the death penalty.
697,,Knoxville TN,@mikevorel Death penalty!
698,,u.k,"@aigkenham ... and then he came back to life again, completely nullifying the penalty of death."
699,,Florida,@TessaDuvall @jaxdotcom @apantazi The death penalty is too good for that demon! Poor helpless child. :(
700,,United States of America,"Donald Trump wanted the death penalty for Wikileaks 7 years ago, but now that it's helping him, he loves it."
701,,UK,"@aigkenham Why do we deserve a penalty of death penalty Kenny, what have any of us done that would deserve that?"
702,,"Cleveland, OH",@fox8news Why do you say he is NOT eligible for the death penalty?
703,,"West Midlands, England",@LBC @MaajidNawaz No they were captured by US forces and should be trued in the USA where they may face the death penalty.
704,,,@TMZ Death penalty.
705,,,@foxandfriends death penalty for the murderer!
706,,Edinburgh,@AP isn't the u.s renound for its strict death penalty especially for killers? @realDonaldTrump
707,,,@Right_This_Ship @vicecanada No please don't think this is representative most people want the death penalty for them
708,,"Erlanger, KY",@MattBatzel @ChrisJLarson stop killing our police!  anyone that kills a policeman should get death penalty.
709,,,@joncoopertweets @emilybaby420 Should have gotten the death penalty
710,,,@PoliticallyRYT @G1rly_Tattoo3d Fortunately in prison they believe in death penalty for short eyes
711,,"Las Vegas, NV since 1959",@RealJamesWoods This is one of the worst stories I have read. This guy is a psychopath. This is a death penalty case.
712,,,"@realDonaldTrump You called for the death penalty for five teens in 1989, where was the DUE PROCESS!!!!!!!!!"
713,,"Tejas, USA",@Gul_Dukat88 @RawStory If we assume life the death penalty does nothing.
714,,NorCal,@LaveraLewis8 @AP So that means he gets the death penalty with no due process? WTF is wrong with you?
715,,Spokane,@lewiskamb @brendankiley And yet Inslee wants to abolish the Death Penalty.
716,,Alexander Tess,Whoever buys @registability's merch deserves the death penalty
717,,Sent from my Gold iPhone,@nypost Death penalty.
718,,Bloemfontein ,@LindoMyeni I think death penalty should be legal cos perpetrators get out of bail
719,,,"@RealJamesWoods Is the Death Penalty an option in WA? Maybe it's better he goes to prison. Fo sho, he'll be the Dairy Queen there."
720,,"Balearic Islands, Spain",@emxloub Bring back the death penalty for this man
721,,,@kazweida Ya don't c them screaming equality when it comes 2 prison sentences or death penalty....lol!!!!!
722,,"BRONX , UPTOWN",The nigga that killed that woman n her 3 kids deserve death penalty
723,,New Hartley/Newcastle,@ClaireyJacko9 should be the death penalty
724,,"North Carolina, USA","@JulioQuinones14 @Carpedonktum He should face death penalty, including Democrats and others in high places who harm children."
725,,,@_Ganeshh_ Death penalty
726,,"Soweto, South Africa",Death Penalty must come back. Society does not need rapists. Correctional services &amp; rehab it's not working...#Nyanyan
727,,meldy,Barry Bennell what a sick cunt bring back the death penalty
728,,,@EbonyDee93 @wwmtnews He deserves the death penalty.....
729,,,@theblaze Yes...death penalty for ALL cop killers.
730,,Cherry Hill,"Child molesters deserve the death penalty honestly. I think that the lowest of lows, is being able to touch and hurt a child. Pure evil"
731,,"Littlefork, MN",@DLoesch I am not against the death penalty but could never sit on a jury that choose a sentence of life or death.
732,,Wisconsin,@IWillRedPillYou Death penalty for these hideous crimes against children.  My answer to stopping the cycle!
733,,Louisville,@MrMozee502 SMU got the death penalty in the 1980s. The case with Larry Brown was the most recent one referenced in that chart.
734,,"Michigan, USA","@RealJamesWoods The death penalty, period"
735,,"Louisville, KY",@jeffgreer_cj Took them 2 months to give SMU the death penalty? sheesh
736,,Bristol,@SkyNews Most of the UK will vote for the US to have them. The death penalty is the clincher.
737,,"Tennessee, USA",@1AuthenticSelf They are seeking the death penalty
738,,Gold Coast,True say Ebony ein death pain but chale Asamoah Gyan ein world cup penalty miss be serious heatbreaker oh😂😂😂
739,,,Is the #DonaldSmith trial a death penalty case?
740,,"Washington, DC",This website is an initiative of Reprieve. It is not affiliated with the Death Penalty Information Center.
741,,,I support the introduction of the death penalty for people who go the wrong way in @IKEAUK.
742,,Southeast,@Maggieb1B @realDonaldTrump @therealroseanne Ugh. Cases like this should be automatic death penalty.
743,,"Sierra Vista, AZ",@RBerg08674810 @newtgingrich Clear treason.  Death penalty.  Nothing less.
744,,"South Norwood, UK","My father was against the death penalty, and that was hard in the Son of Sam summer when fear was driving the desire for the death penalty."
745,,,People that still have ringback tones deserve the death penalty
746,,,@cnnbrk Death penalty 👍
747,,eastern ky,@SarahPalinUSA Instituting the death penalty for crimes against children would free up a lot of room in prison.
748,,"Tennessee, USA",@foxandfriends Death penalty...
749,,"Portland, OR",@deenie7940 Let them get caught sneaking into China or Russia can you say death penalty
750,,Marietta Ga,@HodgepodgeHoops uga deserves the death penalty for inpermissable benefits lolllllllll
751,,,@kinrecs if you are kin you get the death penalty
752,,,"He’s also against the death penalty, the decriminalizing of marijuana, AND erasing the convictions of those who have marijuana charges!!!"
753,,Working ,@bridgetteANjax @ActionNewsJax Just move straight to the death penalty phase! This monster needs to be removed from the world! ASAP
754,,,"@RealJamesWoods Jim, liberals DO believe in the death penalty but only if it's a helpless unborn baby - or their political opponents."
755,,,"#GeraldStanley is lucky Canada doesnt have the death penalty, BUT WAIT HE WOULD GET AQUITTED FROM THAT TOO. #JusticeForColten"
756,,,@STEPHMHAMILL @JackPosobiec Death penalty.
757,,"Boston, MA",@bridgetteANjax @ActionNewsJax let's just cut to the death penalty...
758,,england,@SocialM85897394 @westdefcon1 they need to be tried in a country that has death penalty they have committed evil deeds.
759,,Tennessee,@WKRN Death penalty!!
760,,,The jury is going to want to personally carry out the death penalty.  #DonaldSmith
761,,USA,@foxandfriends Death penalty for this ruthless killer
762,,,@Anthony @Martina This is what the death penalty is for.
763,,Andhra Pradesh,"@ANI Death penalty bill to clear UH MInister, urgently. Remaining states follow, cascading effect."
764,,"Tennessee, USA",@Normanseah @realDonaldTrump @foxandfriends Death penalty for anyone as dumb or dumber than Norman. 99% stupid free.
765,,OH WEST LONDON ,Petition to bring back the death penalty for slow walkers
766,,West Michigan ,@t193931 Wouldn't happen if we had national death penalty for sexual offenders.
767,,"Mevagissey, England",@sunny_hundal if boris gets involved he would get the death penalty
768,,"Hoquiam, Wa",You want the Death penalty back because hate is what we need if we're going to get anything done ! Wtf @realDonaldTrump
769,,,@bbc5live @Emmabarnett There's no death penalty here so no
770,,"Los Angeles, CA",People snoring on planes is why I believe in the death penalty.
771,,"Springdale, AR",@RealJamesWoods Death penalty!
772,,,@CBS6Leanne Makes you long for death penalty
773,,,@LBC @MaajidNawaz They should be tried then hanged but we dont have the death penalty. They should be tried anywhere where they do have it
774,,Wetzlar ,@TriciaEdwards2 @irishrygirl Do you support the death penalty even only one inocent person died because of it?
775,,"North East, England",@WestmonsterUK He needs the death penalty
776,,"Scozia, Regno Unito",@lesbonner @JoRichardsKent The link is about the death penalty not Brexit?
777,,htx,imagine if the death penalty execution was death by guillotine
778,,United States,@RealJamesWoods DEATH PENALTY
779,,,Can you get a ticket for driving with your dog on your lap? Because I’m pushing for the death penalty.
780,,"Arizona, USA",@PrisonPlanet I support the death penalty for this case
781,,Bermuda,@foxandfriends Death penalty would be appreciated and appropriate. Why should anyone pay to keep this muppet alive??
782,,🏴󠁧󠁢󠁥󠁮󠁧󠁿,dm ban deserves the death penalty
783,,,@RealJamesWoods Death Penalty!!!!
784,,"Harrisburg, PA",Time to repeal the death penalty. 3rd Anniversary of moratorium on executions #HappyValentinesDay Senator Bob Mensch Governor Tom Wolf
785,,,@doughnutpussy That pic is def probably cause for the death penalty (am I lawyering that right??)
786,,"london, UK","@LBC @MaajidNawaz No way , tried in Syria and the death penalty is better"
787,,"Lisboa, Portugal",@TheRealJuliaMNG Practice makes perfect. Especially when the penalty is death.
788,,,@foxandfriends Why should we have to support him? I want the death penalty used for these crimes
789,,,@TheKingAstro @NBCNews nobody gets death penalty to CHILD PORN..
790,,"Texas, USA",@RealJamesWoods Death Penalty.
791,,"Beckley, WV",@RealJamesWoods Death penalty
792,,,"@PoliticallyRYT @President1Trump So twisted - Liibs do only give death penalty to INNOCENT infants, while killers they allow to roam free!"
793,,"Ryde, Isle of Wight",@itvnews No they should be tried in a country with the death penalty. They have no right to live.
794,,,"@eNCA The evil  ""Face"" tells you the story. Van Breda you are deserving of the ""Death Penalty "" RIP"
795,,,@MailOnline Perfect example of why there should be a death penalty!
796,,"Tejas, USA",@Gul_Dukat88 @RawStory Trafficking children definitely warrants the death penalty.
797,,,@vicenews guess we'll find out once and for all if the death penalty has a deterrent effect on crime...
798,,County Durham,@toryboypierce Should be the death penalty here as well.
799,,United States,@DLoesch Too bad the death penalty is used more for these POS
800,,"New York, NY",@RealJamesWoods This guy is the devil himself and should get the death penalty.. enough of this already!!!
801,,"Nicholasville, KY",@Oilybears @RadioFreeTom Like getting the death penalty for Klan leaders?
802,,,"WHAT A FUCKIN TRAGEDY, GIVE HIM THE DEATH PENALTY!"
803,,"Boynton Beach, FL",@foxandfriends Life ? He should NOT live. DEATH PENALTY
