,label,location,tweet_text
563,,"Chicago, IL",@jvmarques Don't even need to take away all gun rights just DON'T SELL ASSAULT RIFLES TO THE PUBLIC. It's not hard.
564,,,Douglas is filled with all the white kids whose parents voted for Trump and gun rights anyway. Serves em right.
565,,your moms house ,@KPlasssk Do you think that someone who has intentions to kill kids and shoot up a school cares about gun rights and laws?
566,,Cleveland,Any politician pro gun rights at this point is off limits in coming elections. Can't handle that level of stupidity
567,,,"@anneapplebaum It's always reframed as ""they are trying to take away our gun rights!"" And it always seems to work."
568,,,@NBCNews The right to life should outweigh stupid gun rights EVERY. DAMN. TIME.
569,,"California, USA",Gun Rights or Human Rights
570,,ShitHole,@thehill It doesn't..But gun rights shouldn't result in taking away my right to life...
571,,"Queens, NY",@nytopinion Give money to the National Association for Gun Rights.  @NatlGunRights
572,,Riegelwood NC,"@GOP just made it easier for the mentally ill to have access to gun, can’t manage their money but gotta have rights to their guns #Broward"
573,,"North Carolina, USA",@CNN As long as their rights don’t conflict with those of the NRA and gun manufacturers.  Right GOP congressmen?
574,,Eugene,"I would toss out many of my rights if it meant kids/people could peacefully learn, go to church, watch movies, dance in clubs. Fuck your gun"
575,,"Philadelphia, Pennsylvania",@AdamBlough I am a gun owner. I support our rights as well. But we need to do better.
576,,"Jacksonville, FL",@GilbertLiz And citizens donating to the gun lobby should be ashamed of themselves. Gun rights don't equal the right to breathe.
577,,,@traderstewie you forgot 4. Preach gun control rights as if the guns are the things out there pre meditating these murders.
578,,"New Orleans, LA",I love seeing people that are die hard gun rights supporters rt things about how sad mass shootings are
579,,,"I don't want a gun, so don't smile when you take away rights from bipolar peopl."
580,,Pittsburgh,@MaddieCallaghan I mean personally I’m not a gun owner I just defend our rights before anything
581,,"Raleigh, NC",@thehill Yeah well those gun rights took away all those lives
582,,NJ,"@cnnbrk ""non gun holders shouldn't have rights"" - NRA."
583,,DC,"@amandacarpenter What solutions have gun rights advocates proposed that would stop mass shootings, Amanda?"
584,,,@kitkat_cupcake @krassenstein Your countries gun rights are a joke.
585,,"Portland, OR,",I see no infringement of gun rights having a mandatory 21 age limit to but firearms &amp; ammo! Just do it!
586,,"Caldicot, Monmouthshire, Wales","@Chaverrs THE BAD GUYS HAVE GUNS

MY 2ND AMENDMENT RIGHTS

ITS A PEOPLE PROBLEM NOT A GUN PROBLEM"
587,,"Denver, Colorado","@AP NRA immediately backs a replacement candidate that will ""protect"" the rights of the gun owners with mental illness."
588,,"Buffalo, NY",@DanyelReneeBB @GdoubleT @Blackout20 @Bills_Chick The only source of the quote is a fierce gun rights person who claims he said it.
589,,"Nashville, TN",More money and time is spent on protecting gun rights than is spent on protecting our children @nbc @CNN @WKRN @WSMV
590,,"Boston, Dublin, Al Quds",@funder I dont think most of them believe in gun rights so much as they believe in their fat campaign donations from the gun lobby. Whores.
591,,,"Gun control activists insist, ban assault weapons; gun rights activists argue, citizens on watch lists should be charged with crime."
592,,NC,Jesus didn’t die for your gun rights!!!
593,,sitting in mulberries,punch a gun rights advocate today
594,,,@thehill Gun rights - no! Stricter gun LAWS - YES!!!
595,,,"@NancyPelosi @RepThompson What kills more people every year?

Liberal supported Abortions
Or
American supported gun rights

Any guesses?"
596,,"Halifax, NS, CANADA","""Ryan: Florida school shooting shouldn't result in taking away gun rights."" How will you protect kids from gun toting American terrorists?"
597,,Pacific Northwest,"@thehill ""Can't take away gun rights. Children's lives, okay, but not gun rights.""

I cannot wait for November."
598,,"Alabama, USA",@funder Gun rights and more importantly gun money.
599,,"Missouri, USA",@TODAYshow Let’s do it like the airports! Gun control will take people’s rights.  Was this kid on meds ever? He was crazy
600,,"Broward County, FL",THIS SITUATION SHOULD NOT BE TAKEN LIGHTLY. MAKE STRICTER GUN RIGHTS IN FLORIDA!
601,,"Texas, USA",@michaelirn @nytimes You care more about your gun rights than the lives of fellow Americans. Can you admit that?
602,,,@jacob4kids No its that we the People reject panicky evil gun grabbing slime our Rights are not negotiable
603,,"California, USA","@thehill ""Gun rights"" isnt the same as ""Gun control"" or ""Gun reform""! #RyanIsDelusional #GunControlNow #GunReformNow #StopGunViolenceNOW"
604,,ohio,@Reuters As a non gun owner I have rights... the right to feel safe and have you protect me from gun owners
605,,"Dallas, TX",@thehill This guy is a douche! Nobody said anything about taking away gun rights. WOW! @SpeakerRyan
606,,"Pingree Grove, IL",@darrenoneill @EdKrassen I support gun rights but that's kinda ridiculous.
607,,Stl/ATL/AU,"I don’t care who runs Congress currently, something just needs to be done. Ain’t it sad that a teenagers life matters less than gun rights?"
608,,"Charlotte, NC",@thehill No one is saying take away gun rights! 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️
609,,,@thehill You dont need to take away gun rights to ban assault rifles!  When is enough enough?
610,,,"The Constitution offers gun owners rights for those individuals in a ""well-trained militia"". It does not include the average citizen."
611,,"New York, NY",@Ladyhawke80 What gun law would you propose to stop people from turning crazy ? Why take away the rights of all law abiding citizens
612,,"Indiana, USA",@GrumpyCardsFan &lt;when you believe in gun rights and are pro choice
613,,louILLville,"It makes me so mad that some people really support taking away gun rights. That's not the problem people, wake tf up."
614,,"New York, NY","@funder It’s not about gun rights, it’s about profit. @GOP hates the American people as much as they love money."
615,,MIA,I’m ALLLLL for gun rights. It is NOT the GUN it’s the PERSON BEHIND THE TRIGGER. Something you morons don’t understand.
616,,Toronto,"@leighleighsf Not. Enough. When nothing changed after Sandy Hook, the writing was on the wall. Gun rights &gt; kids' lives. Welcome to 'Murica!"
617,,Kekistan,@mundanematt Hopefully solve mental health problems and not take away gun rights.
618,,"Wisconsin, USA",@funder Not sure they believe gun rights are more important than safety but the money recieved from NRA is most important thing.
619,,United States,"Instead of telling us why gun reform  violates enthusiasts rights, I'd like them to tell the families of shooting victims."
620,,,"Gun control activists insist, all rights are somewhat limited; gun rights activists argue, self-defense is a human right."
621,,"Los Angeles, CA","@TomiLahren If pro life means anti abortion 
Then pro death means pro gun rights"
622,,,So according to the Sheriff the rights of mentally ill don't matter but gun owner's rights do?
623,,"Myrtle Beach, SC","@donlemon @cnnbrk @CNN The issue is not ""GUN RIGHTS"" this is about ""GUN SALES"". One does not affect the other."
624,,"Chicago, IL",What is poor taste? Poor taste is wearing an NRA hat saying protect gun rights to school the day after a school shooting #yikes
625,,"Myrtle Beach, SC","@AprilDRyan The issue is not ""GUN RIGHTS"" this is about ""GUN SALES"". One does not affect the other."
626,,,"@IngrahamAngle @Ruknighttime @FBI Oh wait it’s the gun not the shooter, he has 1st amendment rights to say what he wants"
627,,"Salina, KS",@funder It's not about gun rights. What they care about is the money from gun lobbiests.
628,,"New York, NY",@CNN They are lazy and just care abt the millions they get off of gun rights
629,,"Mary Esther, FL",Giving gun advocates their rights but limiting their capability is a compromise towards a realistic safer future.
630,,"Tulsa, OK",In USA you all have gun rights but no rights to healthcare ! @marcorubio
631,,DC Metro Area,"@funder “Gun rights?” Nope, they believe in getting their fat NRA donations. Saying they believe in gun rights is simply incidental."
632,,"Arkansas, USA","When ever you threaten folks gun rights their go to line is ""come take em"" lol y'all better leave them folks alone"
633,,Beyond Antares,@JeanaRed @HonestToddler Single issue gun rights voters have seen a lot of outright lies passing as news stories for decades.
634,,RVA ✈️ FL,Government Most Likely Set That Massacre Shooting Up For Gun Rights ..
635,,,@marcorubio @FBI Do videos of you protecting the rights gun owners like the shooter count?
636,,"Roanoke,Virginia ",@al_bryant17 I'm more than happy to be part of the problem if it means i get to keep my rights to have a gun
637,,GV2 Planet: 3 ,@PerkOfBeingYass It’s cause they’re literally paid off by the organizations that are for gun rights
638,,,A kid that was under FBI investigation was still able to legally buy a gun. But yes go on about your gun rights
639,,,@realDonaldTrump This blood is on your hands and the hands of everyone who believe that gun rights are more important than human lives.
640,,Florida,"@ShaunaJ1776 The left are both against gun rights and right to due process. Hell,they are against the whole Constitution."
641,,,"@funder Not gun rights, but rather the right to profit from selling as many guns as possible. Follow the goddamn money!"
642,,"Earth, US, Atlanta GA",sad but true but the government could care less about mass shootings. they’d rather keep their gun rights than save future innocent lives
643,,"Florida, USA",@JasonKander @NRA Gun 'rights' was always just the Fog the @NRA uses to divide people. It was ALWAYS about the gun profits and power.
644,,New York City,rick scott. feed massive gun rights....all the attack weapons.  He should not be allowed to talk.  he makes me sick
645,,,I am so sick of the rights of the gun owners and the NRA. What about my rights to life.
646,,,I’m a republican and I love gun rights but why can we buy AR-15s over the counter. #ThursdayThoughts
647,,"Greenville, NC",@GiovanniTriana @Alec4chan @TPUSA_ECU @ecu_nra -guy advocating for gun rights in wake of school shooting complains about communism
648,,Kansas City,"@baseballcrank the fact that you fucks think your gun rights are equal to the lives of children is the divide, you idiot."
649,,"Colorado Springs, Colorado",@satya_or_bust @djtechchicago @kylegriffin1 @GOP @NRA Awe poor child. If it wasn't for the NRA we would've lost our gun rights long ago
650,,,The fact is theres two things that need to happen. We need to realize that despite sane Americans who should have gun rights ARs  need to go
651,,,"So you can take away our reproductive rights, but you get to keep your ridiculously lax gun laws........ ok"
652,,Kekistan,@kevcol12 @nytimes You will not deprive me of any rights I have the gun remember?
653,,,@Chris_1791 @DailyCaller One of the ignorant who will make laws concerning gun rights.
654,,"San Francisco, CA",@funder They don't care about gun rights or patriotism or anything else noble or right - they care about the contributions of the NRA.
655,,Philadelphia,"@funder - gun rights are

+ NRA money is"
656,,Iowa,"Every time I see someone ""stand up for gun rights"" the only thing I hear is ""BLOOD FOR THE BLOOD GOD!"""
657,,,@Alinguo @sit_walk @lemoniefish @MadCarmody @seanjsanders @TheDweck Not to mention that gun rights come from an amendment.
658,,,"@funder They don't even care about gun rights, only the gun money."
659,,"New Hampshire, USA","@funder It's the money, they don't give a shit about gun rights, always the money."
660,,,"Gun control activists declare, all rights are somewhat limited; gun rights activists argue, armed citzens are a check on tyranny."
661,,,idc about gun rights idc about your rights about guns im not for the NRA im against the NRA. i will never lay my hands on a gun. NEVER!
662,,"Nashville, Tennessee","@DLoesch Can you gun fetishists stop choosing your 2nd Amendment rights over the lives of children, thanks."
663,,Winter WhiteHouse ,@HJBenjamin Trump is using ‘mentally disturbed’ which frees up Cruz (360k from gun rights groups in ‘16) to use ‘EVIL’
664,,"Novo Hamburgo, Brasil",@Blaisewell @doseofpercocets @NRA donate to NAGR or GOA if you actually care about gun rights
665,,,"Gun control activists insist, auto weapons are not needed; gun rights activists maintain, no-fly lists often victimize innocent Americans."
666,,United States,@Molly3186 Didn't you know: The rights of gun owners trump the rights of children to live. Sarcastic pun intended.
667,,"Woodland, CA",If only people cared about human rights and civil rights as much as they cared about gun rights
668,,"Edinburgh, Scotland",Watching the American troglodytes trying to defend their gun rights is making me lose brain cells
669,,,"@cherylwillie @Hartnsoull71 while giving gun owners their rights, it is taking the children's right to live away. IT'S SO WRONG!"
670,,"Los Angeles, CA","If only the @GOP worked as hard against gun violence as they do on abortion, gay rights, and healthcare.  Imagine that"
671,,,"Gun control activists insist, auto weapons are not needed; gun rights activists respond, armed citzens are a check on tyranny."
672,,🏆🏆🏆🏆🏆🏆 ,"@jwd_jup @DTenenbaum @VinnyVidiVici98 No like you’re not smart. Listen, gun rights advocates are NOT the ones shooting schools up 😂🤔😉"
673,,"New York, USA","@marcorubio Your party’s legislation, or lack thereof, gives plenty of indications of your preference of gun rights over human rights."
674,,Falls Church and Baggage 13,Is it time yet? Because I really don't give a f#$% about your gun rights anymore. But you'll be in my thoughts and prayers.
675,,ATL,@J_2da_T25 🤯 wow! THIS WHOLE THREAD! Makes perfect sense why a certain group is always pushy for gun rights and access.
676,,,I haven't seen the gun rights people today on campus lmao
677,,"California, USA",@longlivekcx Do our children have to continue to pay the price for you who think “my gun rights “ are more valuable than our child’s life?
678,,"Austin, TX","@whodafrikisnick Another question, do you think gun legislation is an infringement on our 2nd amendment rights?"
679,,"Los Angeles, CA",@TIME Thank god for the @NRA protecting our gun rights or you Commie scum would already be on your way to the gulag
680,,,@CBSNews Standing up for gun rights again but not for the children.
681,,"California, USA",@gdarkvader @robocap1776 @_BlackGuyT @thesnuckster You're the reason gun rights is one of the strongest positions of the right
682,,,I don’t give a fuck about your gun rights 🤷🏻‍♀️
683,,,I'm waiting for the inevitable retard who will make comparisons between women's rights to gun rights.
684,,"Denver, CO","@thehill Why shouldn't gun rights be taken away?  Oh, the NRA doesn't want to lose money?"
685,,Kuzcotopia,"@seanxsm Uhm sir but my ""right"" to own a gun supercedes children's rights to be at school and not witness a massacre"
686,,,@EvanXDuckett Once you impede on people’s rights there’s going to be a very big issue in more than just gun control.
687,,Mulligan's Valley,"“Equal rights for everybody! Except gun owners... and people who voted for trump... and well... anyone I disagree with.”

-Liberals"
688,,,Cant take away everyones gun rights and privileges all because someone mis-used theirs.
689,,,@kurteichenwald I'm sure many veterans would agree they didn't fight for the rights of gun nuts to terrorize the rest of us.
690,,,"@marykbruce Crazy people have rights too,  insane gun lunatics deserve 2nd amendment protection.."
691,,,@TomiLahren It's Thursday so it must be Tomi Twat Day. The only lunatics are the ones who put gun rights before children's lives.
692,,"Watkins Glen, NY",@thehill Whose gun rights are taken away if you people vote to close the loopholes in the background check laws?
693,,"Fresno Beach, California ",@thehill Hey @SpeakerRyan @PRyan ...define gun rights.
694,,"Battle Ground, WA",@thehill @Dimplenut Correction: It will NOT result in taking our gun rights!
695,,,@realJeffreyLord @ChrisMurphyCT So if you support abortion rights then you are pro gun violence?
696,,"San Francisco, CA",@thehill Because gun rights are more important than the lives of our children right?
697,,Holland Patent NY,I’m 100% for gun rights and the second amendment but something has to change
698,,"San Diego, CA",@amfonte They are still very pro-gun and think that the left is trying to take away our gun rights.
699,,,sorry but not sorry FUCK your gun rights
700,,"Florida, USA","@marcorubio 🖕🏼you Rubio. You are a lousy, worthless guy that took $$ from NRA &amp; voted against gun bill. You don’t have any rights. NONE."
701,,62948,@thehill F-ck ur gun rights.Our Childern shouldn't have to pay the price 4 ur toy.congressman
702,,"Henderson, NV",@funder @embracethgift GUN Rights or GUN NRA payoffs ❓❓❓
703,,"Lee, NH","@roberto_cf How so? What specific rights would you take away, from whom, and who decides?
Gun control is ghoulish, ineffective theater."
704,,"Downers Grove, IL",@thehill Why wouldn't better security measures at schools be an option ratger than taking away my gun rights!!
705,,"Kentucky, USA",@thehill Just get rid to the AR-15 that was invented for soldiers and police officers. That is not taking away someone's gun rights.
706,,USA,"@thehill By gun “rights”, he means gun “sales”.  Would he be saying this if his own kids had been the victims of this horrific crime?"
707,,,"@mbmk7 Yes. I agree,  Congress needs to step up.. But Lobby, Lobby, Gun Rights. Big money being made off innocent Blood!!!"
708,,"Virginia, USA","17 people are dead and y’all are sitting on twitter going back and fourth with people over some mf gun rights, like ewww ."
709,,"Wake Forest, NC","@mike_deleppo No, it's a typical tactic used by gun rights fanatics of using logical fallacies to claim you proved your point."
710,,"Detroit, MI",@jennajameson How people who are for gun control are huge supporters of abortion rights. They want less killing and yet want more deaths.
711,,"The Wood, FL",People over here with sticks up their asses about #GunControlNow. A tragedy just happened and you’re worried about your gun rights.
712,,tennessee,@kurteichenwald “Did nothing.” How have Americans been so brainwashed to ignore innocent gun deaths and loudly defend gun rights?
713,,,@AndyRichter Imagine a Kansas congressional candidate announcing TODAY that he's going to raffle off an AR-15 - just to protect gun rights.
714,,"Houston, TX",@torchnpitchf0rk @charlesmaynar10 @JackPosobiec Hey fuckface how is it anyones decision to take away rights of lawful gun owners?
715,,,@thehill No one said take gun rights away!!
716,,"Cleveland, Ohio",@waynekerrphelge @RepDaveJoyce They said it was a civil rights violation to restrict gun sales to the mentally ill?
717,,,@funder Yep gun rights and money grubbing /%=÷%screaming inside
718,,crying in a range rover,"nobody gives a fuck about your right to bear arms, 17 children died at the hands of gun violence and y’all are worried about your rights."
719,,,@thehill No one is taking away ur gun rights u fucking idiot. The only thing being taken away is your NRA money.
720,,,"@funder Not so much gun rights being the most important to these traitors, the NRA bribes are"
721,,,It's also wrong for gun rights people to say we can't talk about guns after a shooting. It's silencing dissent and it's just tacky.
722,,Jerz,Honestly all black people just need to go out and exercise our 2nd amendment rights. Watch how fast them gun laws change
723,,the wave,@what_teeth @RySwaN_ @Tarzvn @LFinityyy you don’t need it? besides that gun rights are in the constitution
724,,"Sun City West, AZ via The Land",@JeremyinAkron Female rights. please dont mix abortion issue with gun violence.
725,,,I don’t give a fuck about guns or gun rights. What I want is kids to stop dying. #TheNRAisaterroristorganization
726,,"Washington, USA","@ChuckRossDC @DailyCaller I wouldn’t hold my breath, they are too busy going after our gun rights!"
727,,"Englewood, CO",@marcorubio Did it talk about the $3m in donations you've received from the NRA? A lobby group that promotes gun sales not gun rights.
728,,United States,"@chadfelixg What? the Constitution gives you the right, limiting how you get the gun is not a violation of your rights."
729,,"Pennsylvania, USA","@AnansetheSpider @funder True. #PhilandoCastile's gun rights didn't matter worth a damn, even to the NRA."
730,,417 The Meth Capital ,@CNN We must preserve the 2A and teach gun safety. Hasnt our rights been eroded enough? So fuck @BarackObama
731,,California,"@TrashyAmerican I think the amount of murder victims was the catalyst for gun rights stuff. But I am an idiot, so who knows."
732,,"Pelham, AL",@Christie4AL @DemocraticAGs That starts with gun control laws not giving up gun rights laws
733,,"Saint Paul, MN","@dedmeetdm It is a gross simplification, but remember: your responses sound like somebody who’s trying to protect guns and gun rights."
734,,"Tallahassee, Fl.","We protect the rights of gun collectors &amp; big game hunters, while teaching school kids and concert goers to run &amp; hide"
735,,"Austin, TX",@freshandbling @RioistheGOAT @Myverywings @car_nove @chaddiedabaddie False. I would happily take away your gun rights.
736,,"Louisville, KY","@JSandlin502 I know! I had to educate someone today on AR &amp; semi auto meaning, while arguing gun rights."
737,,south jersey/philly/va/obx,"@SenatorBurr my childs rights are greater than those of an AR-15. Gun control now or no vote for you later
#GunReformNow 
#Parkland"
738,,Queens NY,"If, genuinely, that many voters are clinging so hard to their gun rights, how do we change their minds?"
739,,,@Reuters Gun rights over child’s rights - so sad!!
740,,,If we could limit Gun rights to people over 40 we might limit murders.  We limit the age of other constitutional rights.
741,,,@JennellesTwit @RepMimiWalters Thank God she is a gun rights advocate!
742,,Oklahoma,We are a nation that cares more about gun rights than we do murder victims. There is no helping us.
743,,"Ohio, USA",@jpeery59 To many people are so concerned over gun rights they forget about right to life!
744,,"Connecticut, USA","U.S. Citizens need enforcable protection &amp; rights against shooters who don't deserve to acquire a gun.
Before it's too late for anyone else."
745,,She/her,@freshandbling @RioistheGOAT @Myverywings @car_nove @chaddiedabaddie I want to take away their gun rights.
746,,,Gun control laws that are trying to ban “assault weapons” infringe on the rights to own guns for hunting and sport p
747,,earth,"Teachers should be strapped now, I'm not comfortable giving up my gun rights to the govt ."
748,,Belfast,"@Reuters Rights to own certain guns maybe, with proper gun regulation etc.... But not rights to own semi or full automatic weapons"
749,,"Washington, USA","Gun rights activists are basically denialists like antivaxxers, except they don't do anything to prevent shots."
750,,,"@WeHearPodcast @kharyp I want to, I but I want a racist or gun rights activists to pay for my IELTS exam."
751,,,It’s crazy to me that every time there’s a mass shooting people are quick to jump &amp; protect their gun rights. Unbelievable.
752,,"Houston, TX",America is cool cause we have the rights too think how we want. Like the pussies balance out the gun owners
753,,"San Francisco, East Bay",@heatherw25 People are so stuck on holding onto their own selfish gun rights they won't compromise for the greater good.
754,,,"@DavidJollyFL yes it did, as does the fact Trump scrapped the mental illness regs for gun ownership rights"
755,,253,"Sorry but if you for 1 sec think ur gun rights outweigh students rights to come to school w/out getting killed, u can go ahead and unfollow"
756,,Swan Town USA,"Honestly, someone could gun down half of congress and republicans would still protect gun rights from the grave."
757,,"Boston, MA",#TooSoon is the perfect hashtag for the premature ejaculators who support unlimited gun rights. Never #TooSoon to call out amoral bullshit.
758,,,The time to shit talk and roast every dumbass gun rights activist twitter head is now... GETREADYBITCHES
759,,"Birmingham, England","@davidaxelrod America, what worth are your gun rights values when they mean you cannot protect yr kids?"
760,,"Blackman, MI",People would rather have kids die then reform gun rights. Fucked. Up.
761,,"Hyderabad, India",@thehill You want to have Gun rights. But innocent children wants to have right to live. Which one you want to choose?.
762,,"Chicago, IL",Love how white conservatives let the government infringe on allother human rights except gun rights.
763,,USA,If you think people want anarchy because we don't want to restrict gun rights you are immature and incapable of a rational conversation.
764,,City Of Dreams,"@DElibrarian Sadly, yeah. Anything to protect gun rights..."
765,,,"NRA membership, are you still stubborn as stick gun rights?"
766,,"South Pasadena, CA",Hi! Welcome to America in the year 2018. Where the rights of gun owners is more important than the safety of your children.
767,,"Canton, Ohio",@stephenasmith Steve Kerr has the right to speak his mind. He should state correct facts. The constitution protects gun rights. #gunrights
768,,"New York, USA",@PeteFreedman @NRA @realDonaldTrump Yea because supporting gun rights means you support mass shootings. What a fucking idiotic conclusion.
769,,,"@TonTomdesignz @AnythingButTheW @cnorrislaw @realDonaldTrump I agree, the gun law if flawed. IT INFRINGES ON OUR CONDITIONAL RIGHTS"
770,,,"Stay away from my gun rights!! What’s next? 
A license to drive a vehicle?!
A prescription to get pain medication?!?!!"
771,,"Los Angeles, CA","@Alyssa_Milano REMINDER: there is no limit to gun control. If rights are taken away, they we will be taken away fully."
772,,,17 children murdered in school and @SpeakerRyan is concerned with gun rights? Our country is awash with guns. Go f*ck yourself Ryan.
773,,"Tacoma, WA","We live in a country that would rather protect gun rights over the lives of innocent citizens. Over my dead body, amirite?"
774,,,Hey guys? I think the only people on here at this point defending gun rights are Russian bots. Keep that in mind before you engage.
775,,KC / Springfield,@loganburchett4 so keep supporting them gun rights 👍 have a nice day sir
776,,Germany,"@GomerBlog Every woman needs to buy a gun, the government loves to take away our rights."
777,,"Ohio, USA",@funder I'm not even sure it is about gun rights it is about the $$$$ Ryan &amp; GOP get from NRA
778,,USA,@thehill How about the rights of the 17 dead children? I guess you think gun rights are more important.
779,,Los Angeles,@DatRoroKid Well I’m just thankful we wouldn’t dare infringe on this mans gun rights. It just wouldn’t be America if we had
780,,,I will never understand the mentality of people who feel their gun rights are more important than peoples lives
781,,Texas,"@thehill Common sense gun laws do not equal taking away gun rights, @SpeakerRyan"
782,,Living somewhere,I love how people say this isn't about a gun rights but mental health when we don't do anything to fix either
783,,"Bakersfield, California","@AviWoolf @AtticusGF Gun rights are still *relatively* popular here compared w/ other countries. Also, of course, 2A."
784,,"Little Canada, MN",@CBCNews American where gun rights are more important than Health care.
785,,,Fix the gun laws but don't take people 2nd amendment rights. Don't give people with mental problems a gun#GunReformNow
786,,"Springfield, MO ",Taking away gun rights would still end up with the same outcome as the shooting. Gunless and afraid. Bad people always find a way.
787,,NYC - Paris,@thehill stop equating stronger background checks w. taking away gun rights @SpeakerRyan
788,,"Placerville, CA",@Hogaarden @MkWasikowski @SamHarrisOrg Gun rights are the only thing keeping our government from taking away the rest of our rights.
789,,,@thehill We just need common sense gun control not take away gun rights @SpeakerRyan
790,,,@marcorubio Why are the rights of gun owners more important than protecting children?
791,,,@WLKY Common Sense Gun laws in liberal speak means taking your 2A rights away.
792,,,@thehill No one wants to take away gun rights. They want to ban assault rifles like the AR15 and bump stocks.
793,,PA,"@TomiLahren Eww your gross, to care more about gun rights then peoples lives."
794,,"Pennsylvania, USA",@thehill No one is asking to take away gun rights. That’s a sad excuse to keep taking money from the NRA. Look in the mirror.
795,,"Puget Sound, Washington","Protect gun rights for the dominant group while taking away voting rights from minority groups is tyranny. 

#AssaultWeaponsBan #Parkland"
796,,Colorado USA,@asdecemberfalls Cause Americans believe in gun rights and that literally means no one would vote to get rid of thief guns...
797,,"Ohio, USA","@jdolbeer @ClubHouseGM @sacca Then tell me a way to do ""gun control"" without taking away people's rights? Please inform me on this?"
798,,Barricade,Retweet if you're ok with giving up or reducing your gun rights in an attempt to prevent any further mass shooting.
799,,,"Gun control activists declare, ban assault weapons; gun rights activists maintain, murder from assault rifles decreased after '94 ban ended."
800,,"Dallas, TX","I don't think the ""rights"" of gun owners should over ride the rights of our children when they go to school they should be safe"
801,,"Los Angeles, CA",@chelseahandler rather protect gun rights than the right to live once you are out of the womb ... makes no sense
802,,"Thurmond, NC",@clinthenderson7 your argument is pretty invalid. nobody can fix crazy people. america CAN change gun rights. 🤷🏼‍♀️
803,,"Prescott, AZ",@michaelianblack that's an extremely ridiculous claim. the NRA is moderate in their support  of gun rights.
804,,,"Don’t be stupid! Just because you favor gun rights, does NOT mean you favor rampant violence. Sigh...."
805,,"North Carolina, USA",@KinnikuPat @rictedeschi People who point guns at their spouses while playing drunken games are not great spokesmen for gun rights. Yikes.
806,,"Denver, CO","But hey, that gun would have a ton of rights. Guns have more rights now than most people in this country."
807,,Chicagoland,@The_TruTru I am talking about reasonable gun rights. We DO have the right to own hand guns and reasonable defense weapons.
808,,THE FUTURE,@thehill Wrong. It should result in taking away gun rights. We have too many gun rights.
809,,UCLA,I’m a little unsure where I stand with regards to gun rights
810,,"Boston, Mass",@Reuters @SpeakerRyan so gun owners have more rights then kids trying to get an education? Got it!
811,,,@Reuters I guess people’s gun rights are more important than human lives.😡
812,,,"Gun control activists insist, ban assault weapons; gun rights activists contest, self-defense is a human right."
813,,"Manhattan, KS","I am crying about lives lost.
They are screaming about gun rights.

Until our tears are louder than their gun blasts
We shall go unnoticed."
814,,Washington DC,Can we start calling Gun Rights advocates; Anti Gun-Safety advocates? #GunReformNow
815,,"Florida, USA",@catwoody20 @thedailybeast @Toure @cliffschecter Denial of gun rights is the least of this country's problems.
816,,,Its not about gun rights it’s about the persons health behind the gun.
817,,,@TheRynheart @realDonaldTrump “ gun rights hysteria” ? Tell that to the parents of those kids  gunned by an assault rifle yesterday.
818,,640 South Street,@PatrickMConnor When the conversation starts with “your dead children don’t trump my gun rights” where do you go from there?
819,,,"Gun control activists declare, ban assault weapons; gun rights activists contest, no-fly lists often victimize innocent Americans."
820,,,@lesch_karen @essenviews @politicususa GOP dismantling rights &amp; protections. Gun control? Nah!
821,,"California, USA",my tl is all talk about gun rights where the fuck are the MEMES
822,,United Kingdom,"@SHARON_NEEDLES Humans are just shitty in general....but yes most mass shootings are committed by the whiteys cause ""ma gun rights"" -__-"
823,,"High Wycombe, England",@alexbloor But ma gun rights!
824,,,"@benshapiro So as a gun rights advocate, it hurts your feelings when people talk about how guns are dangerous?"
825,,"Prague, Czech Republic","Trump's signalling cucking on Amnesty.

Let's see how he cucks on gun rights...

#AmnestyDon 

#GunReformNow"
826,,canto bight,@theyca11medsp Dsp can give u a 40 min rant about a game he never played like MHW but he somehow has no opinion on gun rights lmaooooooo fat
827,,"District of Columbia, USA",@realDonaldTrump how many children must be sacrificed on the NRA's altar of gun rights before  we do something?
828,,— You matter | Feet stans ♡ ,These people justify the reason reason for rights in gun laws more then they justify the rights of poc living in america
829,,Out of this world,"@Canine_Rights @TheDemocrats Then the next tragedy the outcry will be ""didn't anyone have a gun"" ..."
830,,"Lemont, IL","@just_klaudbutt I agree, we absolutely need more gun rights!"
831,,H-Town🚀,The day we have to give up our gun rights will be the day a war break out I’m not giving up my shit doubt anybody else will
832,,Ω,"Yeah bunch of people just died, but let's argue about gun rights"
833,,,why are gun rights more lenient than marijuana rights?
834,,,"@mrbenwexler @warrengraff Second Admendent, no amendment on the lives of people in the country. Technically gun rights usurp human life."
835,,Austria to MA via TX  and MO.,"@thehill Please Paul Ryan, you want to call strickter gun control and backgrd checks a reversal of gun rights? Hypocrite!"
836,,,@GeorgeP77338 @HoustonChron Of course the party which wishes to preserve gun rights would be supported by a pro-gun organization. Dumbfuck.
837,,"New Jersey, USA",@Morning_Joe I am a believer in 2nd amendment rights and a gun owner  but seriously this is just reaching out to the wrong people.
838,,United States Of America,@TheView Your all full of it knowone is infringing on my gun rights PERIOD!
839,,"Phoenix, Arizona ","@nickalaimo @DMansini @NBCNews @lehimesa I don't give a shit about your stupid fucking stupid gun rights.
I care about people's lives."
840,,,Twitter is god awful on second amendment RIGHTS . I can promise mental health is the issue of the future not gun control
